run,epsilon,gamma,round,accuracy,detection_accuracy
1,4,0.005,31,0.9503,0.4
1,4,0.0075,31,0.8629,0.8
1,4,0.01,31,0.9564,1.0
1,8,0.005,31,0.958,0.6
1,8,0.0075,31,0.9619,1.0
1,8,0.01,31,0.9551,1.0
