run,epsilon,gamma,round,accuracy
1,8,0,29,0.9618
1,8,0,30,0.9599
1,8,0,31,0.9605
1,8,0,32,0.961
1,8,0,33,0.9616
2,8,0,1,0.0835
2,8,0,2,0.4495
2,8,0,3,0.6129
2,8,0,4,0.717
2,8,0,5,0.801
2,8,0,6,0.8135
2,8,0,7,0.8273
2,8,0,8,0.8299
2,8,0,9,0.8324
2,8,0,10,0.9271
2,8,0,11,0.9309
2,8,0,12,0.934
2,8,0,13,0.9353
2,8,0,14,0.9346
2,8,0,15,0.9368
2,8,0,16,0.9418
2,8,0,17,0.9417
2,8,0,18,0.9483
2,8,0,19,0.9487
2,8,0,20,0.951
2,8,0,21,0.9516
2,8,0,22,0.9528
2,8,0,23,0.9499
2,8,0,24,0.9547
2,8,0,25,0.956
2,8,0,26,0.9547
2,8,0,27,0.9535
2,8,0,28,0.9574
2,8,0,29,0.9606
2,8,0,30,0.9595
2,8,0,31,0.9594
2,8,0,32,0.9592
2,8,0,33,0.9608
3,8,0,1,0.1193
3,8,0,2,0.5214
3,8,0,3,0.6143
3,8,0,4,0.6665
3,8,0,5,0.677
3,8,0,6,0.7014
3,8,0,7,0.715
3,8,0,8,0.7179
3,8,0,9,0.723
3,8,0,10,0.7278
3,8,0,11,0.7305
3,8,0,12,0.7327
3,8,0,13,0.7353
3,8,0,14,0.7371
3,8,0,15,0.7378
3,8,0,16,0.7395
3,8,0,17,0.743
3,8,0,18,0.7456
3,8,0,19,0.7443
3,8,0,20,0.7465
3,8,0,21,0.7476
3,8,0,22,0.7475
3,8,0,23,0.7482
3,8,0,24,0.7475
3,8,0,25,0.7514
3,8,0,26,0.7531
3,8,0,27,0.7537
3,8,0,28,0.7533
3,8,0,29,0.7526
3,8,0,30,0.7546
3,8,0,31,0.7541
3,8,0,32,0.7548
3,8,0,33,0.754
4,8,0,1,0.0848
4,8,0,2,0.6759
4,8,0,3,0.7887
4,8,0,4,0.8157
4,8,0,5,0.8204
4,8,0,6,0.8256
4,8,0,7,0.9126
4,8,0,8,0.9204
4,8,0,9,0.9216
4,8,0,10,0.9282
4,8,0,11,0.931
4,8,0,12,0.9341
4,8,0,13,0.9369
4,8,0,14,0.9383
4,8,0,15,0.9389
4,8,0,16,0.9431
4,8,0,17,0.9466
4,8,0,18,0.9485
4,8,0,19,0.9509
4,8,0,20,0.9515
4,8,0,21,0.9537
4,8,0,22,0.9531
4,8,0,23,0.9543
4,8,0,24,0.9563
4,8,0,25,0.9556
4,8,0,26,0.9575
4,8,0,27,0.9601
4,8,0,28,0.9613
4,8,0,29,0.9602
4,8,0,30,0.9617
4,8,0,31,0.9628
4,8,0,32,0.9626
4,8,0,33,0.9624
5,8,0,1,0.105
5,8,0,2,0.4703
5,8,0,3,0.5585
5,8,0,4,0.6321
5,8,0,5,0.7447
5,8,0,6,0.8153
5,8,0,7,0.8198
5,8,0,8,0.8302
5,8,0,9,0.832
5,8,0,10,0.8371
5,8,0,11,0.8369
5,8,0,12,0.8425
5,8,0,13,0.8458
5,8,0,14,0.8482
5,8,0,15,0.8507
5,8,0,16,0.852
5,8,0,17,0.8537
5,8,0,18,0.8551
5,8,0,19,0.8571
5,8,0,20,0.8591
5,8,0,21,0.8588
5,8,0,22,0.8615
5,8,0,23,0.8626
5,8,0,24,0.862
5,8,0,25,0.8648
5,8,0,26,0.8664
5,8,0,27,0.8661
5,8,0,28,0.8665
5,8,0,29,0.8682
5,8,0,30,0.867
5,8,0,31,0.8676
5,8,0,32,0.8696
5,8,0,33,0.8696
1,8,0.002,1,0.1298
1,8,0.002,2,0.7435
1,8,0.002,3,0.8712
1,8,0.002,4,0.8953
1,8,0.002,5,0.9057
1,8,0.002,6,0.9186
1,8,0.002,7,0.9228
1,8,0.002,8,0.9273
1,8,0.002,9,0.932
1,8,0.002,10,0.9335
1,8,0.002,11,0.9372
1,8,0.002,12,0.938
1,8,0.002,13,0.9419
1,8,0.002,14,0.9439
1,8,0.002,15,0.9444
1,8,0.002,16,0.9468
1,8,0.002,17,0.9493
1,8,0.002,18,0.952
1,8,0.002,19,0.9543
1,8,0.002,20,0.9545
1,8,0.002,21,0.9564
1,8,0.002,22,0.9531
1,8,0.002,23,0.9579
1,8,0.002,24,0.954
1,8,0.002,25,0.9527
1,8,0.002,26,0.9579
1,8,0.002,27,0.9584
1,8,0.002,28,0.9601
1,8,0.002,29,0.9591
1,8,0.002,30,0.9605
1,8,0.002,31,0.9609
1,8,0.002,32,0.9602
1,8,0.002,33,0.9603
2,8,0.002,1,0.1058
2,8,0.002,2,0.5908
2,8,0.002,3,0.7773
2,8,0.002,4,0.8532
2,8,0.002,5,0.882
2,8,0.002,6,0.8921
2,8,0.002,7,0.9099
2,8,0.002,8,0.9123
2,8,0.002,9,0.9163
2,8,0.002,10,0.9257
2,8,0.002,11,0.929
2,8,0.002,12,0.9307
2,8,0.002,13,0.9322
2,8,0.002,14,0.9345
2,8,0.002,15,0.9334
2,8,0.002,16,0.933
2,8,0.002,17,0.9404
2,8,0.002,18,0.938
2,8,0.002,19,0.9424
2,8,0.002,20,0.943
2,8,0.002,21,0.9452
2,8,0.002,22,0.9467
2,8,0.002,23,0.9477
2,8,0.002,24,0.9479
2,8,0.002,25,0.9505
2,8,0.002,26,0.9485
2,8,0.002,27,0.9505
2,8,0.002,28,0.9533
2,8,0.002,29,0.9538
2,8,0.002,30,0.9521
2,8,0.002,31,0.953
2,8,0.002,32,0.9555
2,8,0.002,33,0.9549
3,8,0.002,1,0.1079
3,8,0.002,2,0.5812
3,8,0.002,3,0.8761
3,8,0.002,4,0.8921
3,8,0.002,5,0.9031
3,8,0.002,6,0.9046
3,8,0.002,7,0.919
3,8,0.002,8,0.9225
3,8,0.002,9,0.9299
3,8,0.002,10,0.9311
3,8,0.002,11,0.9368
3,8,0.002,12,0.9403
3,8,0.002,13,0.9414
3,8,0.002,14,0.9452
3,8,0.002,15,0.949
3,8,0.002,16,0.948
3,8,0.002,17,0.9449
3,8,0.002,18,0.9479
3,8,0.002,19,0.951
3,8,0.002,20,0.9546
3,8,0.002,21,0.954
3,8,0.002,22,0.9553
3,8,0.002,23,0.9566
3,8,0.002,24,0.9556
3,8,0.002,25,0.9587
3,8,0.002,26,0.9588
3,8,0.002,27,0.9569
3,8,0.002,28,0.9605
3,8,0.002,29,0.9605
3,8,0.002,30,0.9599
3,8,0.002,31,0.9544
3,8,0.002,32,0.9622
3,8,0.002,33,0.9613
4,8,0.002,1,0.0879
4,8,0.002,2,0.507
4,8,0.002,3,0.7144
4,8,0.002,4,0.7329
4,8,0.002,5,0.8095
4,8,0.002,6,0.8273
4,8,0.002,7,0.8315
4,8,0.002,8,0.8391
4,8,0.002,9,0.8404
4,8,0.002,10,0.8429
4,8,0.002,11,0.8476
4,8,0.002,12,0.8482
4,8,0.002,13,0.8511
4,8,0.002,14,0.8519
4,8,0.002,15,0.854
4,8,0.002,16,0.8542
4,8,0.002,17,0.8562
4,8,0.002,18,0.8588
4,8,0.002,19,0.8611
4,8,0.002,20,0.862
4,8,0.002,21,0.8617
4,8,0.002,22,0.8623
4,8,0.002,23,0.8624
4,8,0.002,24,0.8645
4,8,0.002,25,0.8636
4,8,0.002,26,0.8635
4,8,0.002,27,0.865
4,8,0.002,28,0.8663
4,8,0.002,29,0.8663
4,8,0.002,30,0.8656
4,8,0.002,31,0.8652
4,8,0.002,32,0.8664
4,8,0.002,33,0.8682
5,8,0.002,1,0.0776
5,8,0.002,2,0.4975
5,8,0.002,3,0.8737
5,8,0.002,4,0.8927
5,8,0.002,5,0.9071
5,8,0.002,6,0.9169
5,8,0.002,7,0.9211
5,8,0.002,8,0.926
5,8,0.002,9,0.932
5,8,0.002,10,0.9361
5,8,0.002,11,0.9361
5,8,0.002,12,0.9421
5,8,0.002,13,0.9426
5,8,0.002,14,0.9464
5,8,0.002,15,0.9471
5,8,0.002,16,0.9517
5,8,0.002,17,0.9504
5,8,0.002,18,0.9536
5,8,0.002,19,0.9544
5,8,0.002,20,0.9537
5,8,0.002,21,0.9554
5,8,0.002,22,0.9556
5,8,0.002,23,0.9591
5,8,0.002,24,0.9604
5,8,0.002,25,0.9599
5,8,0.002,26,0.9612
5,8,0.002,27,0.9618
5,8,0.002,28,0.9592
5,8,0.002,29,0.9604
5,8,0.002,30,0.9622
5,8,0.002,31,0.9631
5,8,0.002,32,0.9628
5,8,0.002,33,0.9621
1,8,0.004,1,0.0675
1,8,0.004,2,0.609
1,8,0.004,3,0.679
1,8,0.004,4,0.7224
1,8,0.004,5,0.812
1,8,0.004,6,0.819
1,8,0.004,7,0.8696
1,8,0.004,8,0.916
1,8,0.004,9,0.9196
1,8,0.004,10,0.9253
1,8,0.004,11,0.9275
1,8,0.004,12,0.9338
1,8,0.004,13,0.9346
1,8,0.004,14,0.9395
1,8,0.004,15,0.9396
1,8,0.004,16,0.9425
1,8,0.004,17,0.9429
1,8,0.004,18,0.9448
1,8,0.004,19,0.948
1,8,0.004,20,0.9503
1,8,0.004,21,0.9471
1,8,0.004,22,0.9455
1,8,0.004,23,0.9498
1,8,0.004,24,0.9495
1,8,0.004,25,0.9507
1,8,0.004,26,0.9552
1,8,0.004,27,0.9528
1,8,0.004,28,0.9535
1,8,0.004,29,0.9527
1,8,0.004,30,0.9531
1,8,0.004,31,0.9552
1,8,0.004,32,0.9575
1,8,0.004,33,0.954
2,8,0.004,1,0.1168
2,8,0.004,2,0.507
2,8,0.004,3,0.78
2,8,0.004,4,0.8835
2,8,0.004,5,0.9023
2,8,0.004,6,0.9059
2,8,0.004,7,0.9188
2,8,0.004,8,0.925
2,8,0.004,9,0.9294
2,8,0.004,10,0.9332
2,8,0.004,11,0.9313
2,8,0.004,12,0.9343
2,8,0.004,13,0.9398
2,8,0.004,14,0.9435
2,8,0.004,15,0.9442
2,8,0.004,16,0.9479
2,8,0.004,17,0.9481
2,8,0.004,18,0.9497
2,8,0.004,19,0.9507
2,8,0.004,20,0.9531
2,8,0.004,21,0.9492
2,8,0.004,22,0.953
2,8,0.004,23,0.9522
2,8,0.004,24,0.9531
2,8,0.004,25,0.9553
2,8,0.004,26,0.955
2,8,0.004,27,0.9559
2,8,0.004,28,0.9575
2,8,0.004,29,0.9577
2,8,0.004,30,0.9537
2,8,0.004,31,0.9594
2,8,0.004,32,0.9564
2,8,0.004,33,0.9587
3,8,0.004,1,0.1246
3,8,0.004,2,0.4814
3,8,0.004,3,0.7789
3,8,0.004,4,0.8011
3,8,0.004,5,0.8217
3,8,0.004,6,0.8229
3,8,0.004,7,0.828
3,8,0.004,8,0.8335
3,8,0.004,9,0.8334
3,8,0.004,10,0.9269
3,8,0.004,11,0.9277
3,8,0.004,12,0.9311
3,8,0.004,13,0.9348
3,8,0.004,14,0.9378
3,8,0.004,15,0.9392
3,8,0.004,16,0.9424
3,8,0.004,17,0.9433
3,8,0.004,18,0.9412
3,8,0.004,19,0.9482
3,8,0.004,20,0.9479
3,8,0.004,21,0.9499
3,8,0.004,22,0.9478
3,8,0.004,23,0.9504
3,8,0.004,24,0.9491
3,8,0.004,25,0.9513
3,8,0.004,26,0.9536
3,8,0.004,27,0.9525
3,8,0.004,28,0.9516
3,8,0.004,29,0.9555
3,8,0.004,30,0.9546
3,8,0.004,31,0.9548
3,8,0.004,32,0.9575
3,8,0.004,33,0.9575
4,8,0.004,1,0.0906
4,8,0.004,2,0.4043
4,8,0.004,3,0.4521
4,8,0.004,4,0.4615
4,8,0.004,5,0.4622
4,8,0.004,6,0.4665
4,8,0.004,7,0.4682
4,8,0.004,8,0.5056
4,8,0.004,9,0.572
4,8,0.004,10,0.6637
4,8,0.004,11,0.7914
4,8,0.004,12,0.9064
4,8,0.004,13,0.9192
4,8,0.004,14,0.9267
4,8,0.004,15,0.9319
4,8,0.004,16,0.9371
4,8,0.004,17,0.9413
4,8,0.004,18,0.9398
4,8,0.004,19,0.9436
4,8,0.004,20,0.9478
4,8,0.004,21,0.9462
4,8,0.004,22,0.9498
4,8,0.004,23,0.9517
4,8,0.004,24,0.9501
4,8,0.004,25,0.9501
4,8,0.004,26,0.9502
4,8,0.004,27,0.9531
4,8,0.004,28,0.9532
4,8,0.004,29,0.9555
4,8,0.004,30,0.9549
4,8,0.004,31,0.9558
4,8,0.004,32,0.9557
4,8,0.004,33,0.9579
5,8,0.004,1,0.0872
5,8,0.004,2,0.6847
5,8,0.004,3,0.8014
5,8,0.004,4,0.8265
5,8,0.004,5,0.8376
5,8,0.004,6,0.8443
5,8,0.004,7,0.8468
5,8,0.004,8,0.8496
5,8,0.004,9,0.8494
5,8,0.004,10,0.853
5,8,0.004,11,0.8592
5,8,0.004,12,0.8595
5,8,0.004,13,0.8606
5,8,0.004,14,0.8616
5,8,0.004,15,0.8648
5,8,0.004,16,0.8659
5,8,0.004,17,0.8841
5,8,0.004,18,0.9417
5,8,0.004,19,0.9454
5,8,0.004,20,0.9478
5,8,0.004,21,0.9478
5,8,0.004,22,0.9457
5,8,0.004,23,0.9494
5,8,0.004,24,0.9516
5,8,0.004,25,0.949
5,8,0.004,26,0.9535
5,8,0.004,27,0.9508
5,8,0.004,28,0.9544
5,8,0.004,29,0.9566
5,8,0.004,30,0.952
5,8,0.004,31,0.9569
5,8,0.004,32,0.9565
5,8,0.004,33,0.9583
1,8,0.006,1,0.0668
1,8,0.006,2,0.5987
1,8,0.006,3,0.783
1,8,0.006,4,0.8748
1,8,0.006,5,0.888
1,8,0.006,6,0.9048
1,8,0.006,7,0.9103
1,8,0.006,8,0.9182
1,8,0.006,9,0.9197
1,8,0.006,10,0.9273
1,8,0.006,11,0.9288
1,8,0.006,12,0.9246
1,8,0.006,13,0.9321
1,8,0.006,14,0.9361
1,8,0.006,15,0.9375
1,8,0.006,16,0.9397
1,8,0.006,17,0.9403
1,8,0.006,18,0.9427
1,8,0.006,19,0.9437
1,8,0.006,20,0.9455
1,8,0.006,21,0.9453
1,8,0.006,22,0.9457
1,8,0.006,23,0.9481
1,8,0.006,24,0.9458
1,8,0.006,25,0.9466
1,8,0.006,26,0.9487
1,8,0.006,27,0.9492
1,8,0.006,28,0.9506
1,8,0.006,29,0.9494
1,8,0.006,30,0.948
1,8,0.006,31,0.9496
1,8,0.006,32,0.9503
1,8,0.006,33,0.9535
2,8,0.006,1,0.0558
2,8,0.006,2,0.7545
2,8,0.006,3,0.843
2,8,0.006,4,0.8771
2,8,0.006,5,0.8892
2,8,0.006,6,0.903
2,8,0.006,7,0.9148
2,8,0.006,8,0.9208
2,8,0.006,9,0.9251
2,8,0.006,10,0.9295
2,8,0.006,11,0.9302
2,8,0.006,12,0.9334
2,8,0.006,13,0.9369
2,8,0.006,14,0.9379
2,8,0.006,15,0.9436
2,8,0.006,16,0.9443
2,8,0.006,17,0.9397
2,8,0.006,18,0.9413
2,8,0.006,19,0.9403
2,8,0.006,20,0.9473
2,8,0.006,21,0.943
2,8,0.006,22,0.9456
2,8,0.006,23,0.9465
2,8,0.006,24,0.9459
2,8,0.006,25,0.9512
2,8,0.006,26,0.9471
2,8,0.006,27,0.95
2,8,0.006,28,0.954
2,8,0.006,29,0.955
2,8,0.006,30,0.9522
2,8,0.006,31,0.9547
2,8,0.006,32,0.9539
2,8,0.006,33,0.9516
3,8,0.006,1,0.095
3,8,0.006,2,0.608
3,8,0.006,3,0.8317
3,8,0.006,4,0.8673
3,8,0.006,5,0.8983
3,8,0.006,6,0.9071
3,8,0.006,7,0.9126
3,8,0.006,8,0.9134
3,8,0.006,9,0.9203
3,8,0.006,10,0.9182
3,8,0.006,11,0.932
3,8,0.006,12,0.9348
3,8,0.006,13,0.9358
3,8,0.006,14,0.936
3,8,0.006,15,0.9379
3,8,0.006,16,0.9427
3,8,0.006,17,0.9432
3,8,0.006,18,0.9474
3,8,0.006,19,0.9476
3,8,0.006,20,0.947
3,8,0.006,21,0.9467
3,8,0.006,22,0.9471
3,8,0.006,23,0.9488
3,8,0.006,24,0.9509
3,8,0.006,25,0.9527
3,8,0.006,26,0.9528
3,8,0.006,27,0.9525
3,8,0.006,28,0.9525
3,8,0.006,29,0.9511
3,8,0.006,30,0.9537
3,8,0.006,31,0.954
3,8,0.006,32,0.9568
3,8,0.006,33,0.9536
4,8,0.006,1,0.1218
4,8,0.006,2,0.6926
4,8,0.006,3,0.8513
4,8,0.006,4,0.8748
4,8,0.006,5,0.8888
4,8,0.006,6,0.9034
4,8,0.006,7,0.9106
4,8,0.006,8,0.9152
4,8,0.006,9,0.9206
4,8,0.006,10,0.9226
4,8,0.006,11,0.9296
4,8,0.006,12,0.9325
4,8,0.006,13,0.9315
4,8,0.006,14,0.9321
4,8,0.006,15,0.9346
4,8,0.006,16,0.938
4,8,0.006,17,0.9402
4,8,0.006,18,0.9397
4,8,0.006,19,0.9433
4,8,0.006,20,0.9411
4,8,0.006,21,0.9426
4,8,0.006,22,0.945
4,8,0.006,23,0.9446
4,8,0.006,24,0.9457
4,8,0.006,25,0.9493
4,8,0.006,26,0.9489
4,8,0.006,27,0.9505
4,8,0.006,28,0.9501
4,8,0.006,29,0.9517
4,8,0.006,30,0.9522
4,8,0.006,31,0.9515
4,8,0.006,32,0.9524
4,8,0.006,33,0.9553
5,8,0.006,1,0.1127
5,8,0.006,2,0.5086
5,8,0.006,3,0.5579
5,8,0.006,4,0.6545
5,8,0.006,5,0.728
5,8,0.006,6,0.734
5,8,0.006,7,0.7447
5,8,0.006,8,0.7459
5,8,0.006,9,0.7487
5,8,0.006,10,0.7511
5,8,0.006,11,0.7494
5,8,0.006,12,0.8366
5,8,0.006,13,0.8413
5,8,0.006,14,0.8612
5,8,0.006,15,0.9334
5,8,0.006,16,0.9373
5,8,0.006,17,0.9387
5,8,0.006,18,0.9445
5,8,0.006,19,0.9395
5,8,0.006,20,0.9415
5,8,0.006,21,0.9433
5,8,0.006,22,0.9491
5,8,0.006,23,0.9509
5,8,0.006,24,0.9507
5,8,0.006,25,0.945
5,8,0.006,26,0.9517
5,8,0.006,27,0.9514
5,8,0.006,28,0.9501
5,8,0.006,29,0.9511
5,8,0.006,30,0.9514
5,8,0.006,31,0.9471
5,8,0.006,32,0.9559
5,8,0.006,33,0.952
